number,score1,score2,diff,win,turn_score_1
246835,28,96,68,1,72
246933,28,97,69,1,72
247031,28,98,70,1,72
247129,28,99,71,1,72
247172,29,0,-29,,17
247270,29,4,-25,,17
247368,29,5,-24,,17
247466,29,6,-23,,17
247564,29,7,-22,,17
247662,29,8,-21,,17
247760,29,9,-20,,17
247858,29,10,-19,,17
247956,29,11,-18,,17
248054,29,12,-17,,17
248152,29,13,-16,,17
248250,29,14,-15,,17
248349,29,15,-14,,18
248447,29,16,-13,,18
248545,29,17,-12,,18
248643,29,18,-11,,18
248741,29,19,-10,,18
248839,29,20,-9,,18
248937,29,21,-8,,18
249035,29,22,-7,,18
249133,29,23,-6,,18
249231,29,24,-5,,18
249330,29,25,-4,,19
249428,29,26,-3,,19
249526,29,27,-2,,19
249624,29,28,-1,,19
249722,29,29,0,,19
249820,29,30,1,,19
249918,29,31,2,,19
250016,29,32,3,,19
250114,29,33,4,,19
250212,29,34,5,,19
250310,29,35,6,,19
250408,29,36,7,,19
250507,29,37,8,,20
250605,29,38,9,,20
250703,29,39,10,,20
250801,29,40,11,,20
250899,29,41,12,,20
250997,29,42,13,,20
251095,29,43,14,,20
251194,29,44,15,,21
251292,29,45,16,,21
251390,29,46,17,,21
251488,29,47,18,,21
251587,29,48,19,,22
251685,29,49,20,,22
251783,29,50,21,,22
251881,29,51,22,,22
251980,29,52,23,,23
252078,29,53,24,,23
252176,29,54,25,,23
252275,29,55,26,,24
252373,29,56,27,,24
252471,29,57,28,,24
252569,29,58,29,,24
252667,29,59,30,,24
252766,29,60,31,,25
252864,29,61,32,,25
252962,29,62,33,,25
253060,29,63,34,,25
253157,29,64,35,,24
253255,29,65,36,,24
253352,29,66,37,,23
253450,29,67,38,,23
253547,29,68,39,,22
253645,29,69,40,,22
253742,29,70,41,,21
253839,29,71,42,,20
253942,29,72,43,,25
254041,29,73,44,,26
254140,29,74,45,,27
254238,29,75,46,,27
254337,29,76,47,,28
254436,29,77,48,,29
254535,29,78,49,,30
254633,29,79,50,,30
254731,29,80,51,,30
254870,29,81,52,1,71
254968,29,82,53,1,71
255066,29,83,54,1,71
255164,29,84,55,1,71
255262,29,85,56,1,71
255360,29,86,57,1,71
255458,29,87,58,1,71
255556,29,88,59,1,71
255654,29,89,60,1,71
255752,29,90,61,1,71
255850,29,91,62,1,71
255948,29,92,63,1,71
256046,29,93,64,1,71
256144,29,94,65,1,71
256242,29,95,66,1,71
256340,29,96,67,1,71
256438,29,97,68,1,71
256536,29,98,69,1,71
256634,29,99,70,1,71
256678,30,0,-30,,17
256776,30,4,-26,,17
256874,30,5,-25,,17
256972,30,6,-24,,17
257070,30,7,-23,,17
257168,30,8,-22,,17
257266,30,9,-21,,17
257364,30,10,-20,,17
257462,30,11,-19,,17
257560,30,12,-18,,17
257658,30,13,-17,,17
257756,30,14,-16,,17
257854,30,15,-15,,17
257953,30,16,-14,,18
258051,30,17,-13,,18
258149,30,18,-12,,18
258247,30,19,-11,,18
258345,30,20,-10,,18
258443,30,21,-9,,18
258541,30,22,-8,,18
258639,30,23,-7,,18
258737,30,24,-6,,18
258835,30,25,-5,,18
258933,30,26,-4,,18
259032,30,27,-3,,19
259130,30,28,-2,,19
259228,30,29,-1,,19
259326,30,30,0,,19
259424,30,31,1,,19
259522,30,32,2,,19
259620,30,33,3,,19
259718,30,34,4,,19
259816,30,35,5,,19
259914,30,36,6,,19
260012,30,37,7,,19
260111,30,38,8,,20
260209,30,39,9,,20
260307,30,40,10,,20
260405,30,41,11,,20
260503,30,42,12,,20
260601,30,43,13,,20
260700,30,44,14,,21
260798,30,45,15,,21
260896,30,46,16,,21
260994,30,47,17,,21
261093,30,48,18,,22
261191,30,49,19,,22
261289,30,50,20,,22
261387,30,51,21,,22
261486,30,52,22,,23
261584,30,53,23,,23
261682,30,54,24,,23
261780,30,55,25,,23
261879,30,56,26,,24
261977,30,57,27,,24
262075,30,58,28,,24
262173,30,59,29,,24
262271,30,60,30,,24
262370,30,61,31,,25
262467,30,62,32,,24
262565,30,63,33,,24
262663,30,64,34,,24
262760,30,65,35,,23
262858,30,66,36,,23
262955,30,67,37,,22
263053,30,68,38,,22
263150,30,69,39,,21
263248,30,70,40,,21
263350,30,71,41,,25
263448,30,72,42,,25
263547,30,73,43,,26
263646,30,74,44,,27
263744,30,75,45,,27
263843,30,76,46,,28
263942,30,77,47,,29
264041,30,78,48,,30
264139,30,79,49,,30
264237,30,80,50,,30
264375,30,81,51,1,70
264473,30,82,52,1,70
264571,30,83,53,1,70
264669,30,84,54,1,70
264767,30,85,55,1,70
264865,30,86,56,1,70
264963,30,87,57,1,70
265061,30,88,58,1,70
265159,30,89,59,1,70
265257,30,90,60,1,70
265355,30,91,61,1,70
265453,30,92,62,1,70
265551,30,93,63,1,70
265649,30,94,64,1,70
265747,30,95,65,1,70
265845,30,96,66,1,70
265943,30,97,67,1,70
266041,30,98,68,1,70
266139,30,99,69,1,70
266183,31,0,-31,,16
266282,31,4,-27,,17
266380,31,5,-26,,17
266478,31,6,-25,,17
266576,31,7,-24,,17
266674,31,8,-23,,17
266772,31,9,-22,,17
266870,31,10,-21,,17
266968,31,11,-20,,17
267066,31,12,-19,,17
267164,31,13,-18,,17
267262,31,14,-17,,17
267360,31,15,-16,,17
267458,31,16,-15,,17
267557,31,17,-14,,18
267655,31,18,-13,,18
267753,31,19,-12,,18
267851,31,20,-11,,18
267949,31,21,-10,,18
268047,31,22,-9,,18
268145,31,23,-8,,18
268243,31,24,-7,,18
268341,31,25,-6,,18
268439,31,26,-5,,18
268537,31,27,-4,,18
268635,31,28,-3,,18
268733,31,29,-2,,18
268832,31,30,-1,,19
268930,31,31,0,,19
269028,31,32,1,,19
269126,31,33,2,,19
269224,31,34,3,,19
269322,31,35,4,,19
269420,31,36,5,,19
269518,31,37,6,,19
269616,31,38,7,,19
269715,31,39,8,,20
269813,31,40,9,,20
269911,31,41,10,,20
270009,31,42,11,,20
270107,31,43,12,,20
270206,31,44,13,,21
270304,31,45,14,,21
270402,31,46,15,,21
270500,31,47,16,,21
270599,31,48,17,,22
270697,31,49,18,,22
270795,31,50,19,,22
270893,31,51,20,,22
270991,31,52,21,,22
271090,31,53,22,,23
271188,31,54,23,,23
271286,31,55,24,,23
271384,31,56,25,,23
271483,31,57,26,,24
271581,31,58,27,,24
271679,31,59,28,,24
271777,31,60,29,,24
271875,31,61,30,,24
271973,31,62,31,,24
272071,31,63,32,,24
272168,31,64,33,,23
272266,31,65,34,,23
272364,31,66,35,,23
272461,31,67,36,,22
272558,31,68,37,,21
272656,31,69,38,,21
272753,31,70,39,,20
272856,31,71,40,,25
272954,31,72,41,,25
273053,31,73,42,,26
273152,31,74,43,,27
273250,31,75,44,,27
273349,31,76,45,,28
273448,31,77,46,,29
273546,31,78,47,,29
273645,31,79,48,,30
273743,31,80,49,,30
273880,31,81,50,1,69
273978,31,82,51,1,69
274076,31,83,52,1,69
274174,31,84,53,1,69
274272,31,85,54,1,69
274370,31,86,55,1,69
274468,31,87,56,1,69
274566,31,88,57,1,69
274664,31,89,58,1,69
274762,31,90,59,1,69
274860,31,91,60,1,69
274958,31,92,61,1,69
275056,31,93,62,1,69
275154,31,94,63,1,69
275252,31,95,64,1,69
275350,31,96,65,1,69
275448,31,97,66,1,69
275546,31,98,67,1,69
275644,31,99,68,1,69
275689,32,0,-32,,16
275787,32,4,-28,,16
275885,32,5,-27,,16
275983,32,6,-26,,16
276082,32,7,-25,,17
276180,32,8,-24,,17
276278,32,9,-23,,17
276376,32,10,-22,,17
276474,32,11,-21,,17
276572,32,12,-20,,17
276670,32,13,-19,,17
276768,32,14,-18,,17
276866,32,15,-17,,17
276964,32,16,-16,,17
277062,32,17,-15,,17
277161,32,18,-14,,18
277259,32,19,-13,,18
277357,32,20,-12,,18
277455,32,21,-11,,18
277553,32,22,-10,,18
277651,32,23,-9,,18
277749,32,24,-8,,18
277847,32,25,-7,,18
277945,32,26,-6,,18
278043,32,27,-5,,18
278141,32,28,-4,,18
278239,32,29,-3,,18
278337,32,30,-2,,18
278435,32,31,-1,,18
278534,32,32,0,,19
278632,32,33,1,,19
278730,32,34,2,,19
278828,32,35,3,,19
278926,32,36,4,,19
279024,32,37,5,,19
279122,32,38,6,,19
279220,32,39,7,,19
279319,32,40,8,,20
279417,32,41,9,,20
279515,32,42,10,,20
279613,32,43,11,,20
279712,32,44,12,,21
279810,32,45,13,,21
279908,32,46,14,,21
280006,32,47,15,,21
280105,32,48,16,,22
280203,32,49,17,,22
280301,32,50,18,,22
280399,32,51,19,,22
280497,32,52,20,,22
280596,32,53,21,,23
280694,32,54,22,,23
280792,32,55,23,,23
280890,32,56,24,,23
280988,32,57,25,,23
281087,32,58,26,,24
281185,32,59,27,,24
281283,32,60,28,,24
281381,32,61,29,,24
281479,32,62,30,,24
281576,32,63,31,,23
281674,32,64,32,,23
281772,32,65,33,,23
281869,32,66,34,,22
281967,32,67,35,,22
282064,32,68,36,,21
282161,32,69,37,,20
282263,32,70,38,,24
282362,32,71,39,,25
282460,32,72,40,,25
282559,32,73,41,,26
282658,32,74,42,,27
282756,32,75,43,,27
282855,32,76,44,,28
282954,32,77,45,,29
283052,32,78,46,,29
283150,32,79,47,,29
283251,32,80,48,,32
283385,32,81,49,1,68
283483,32,82,50,1,68
283581,32,83,51,1,68
283679,32,84,52,1,68
283777,32,85,53,1,68
283875,32,86,54,1,68
283973,32,87,55,1,68
284071,32,88,56,1,68
284169,32,89,57,1,68
284267,32,90,58,1,68
284365,32,91,59,1,68
284463,32,92,60,1,68
284561,32,93,61,1,68
284659,32,94,62,1,68
284757,32,95,63,1,68
284855,32,96,64,1,68
284953,32,97,65,1,68
285051,32,98,66,1,68
285149,32,99,67,1,68
285195,33,0,-33,,16
285293,33,4,-29,,16
285391,33,5,-28,,16
285489,33,6,-27,,16
285587,33,7,-26,,16
285685,33,8,-25,,16
285784,33,9,-24,,17
285882,33,10,-23,,17
285980,33,11,-22,,17
286078,33,12,-21,,17
286176,33,13,-20,,17
286274,33,14,-19,,17
286372,33,15,-18,,17
286470,33,16,-17,,17
286568,33,17,-16,,17
286666,33,18,-15,,17
286765,33,19,-14,,18
286863,33,20,-13,,18
286961,33,21,-12,,18
287059,33,22,-11,,18
287157,33,23,-10,,18
287255,33,24,-9,,18
287353,33,25,-8,,18
287451,33,26,-7,,18
287549,33,27,-6,,18
287647,33,28,-5,,18
287745,33,29,-4,,18
287843,33,30,-3,,18
287941,33,31,-2,,18
288039,33,32,-1,,18
288137,33,33,0,,18
288236,33,34,1,,19
288334,33,35,2,,19
288432,33,36,3,,19
288530,33,37,4,,19
288628,33,38,5,,19
288726,33,39,6,,19
288825,33,40,7,,20
288923,33,41,8,,20
289021,33,42,9,,20
289119,33,43,10,,20
289218,33,44,11,,21
289316,33,45,12,,21
289414,33,46,13,,21
289512,33,47,14,,21
289610,33,48,15,,21
289709,33,49,16,,22
289807,33,50,17,,22
289905,33,51,18,,22
290003,33,52,19,,22
290101,33,53,20,,22
290200,33,54,21,,23
290298,33,55,22,,23
290396,33,56,23,,23
290494,33,57,24,,23
290593,33,58,25,,24
290691,33,59,26,,24
290789,33,60,27,,24
290887,33,61,28,,24
290984,33,62,29,,23
291082,33,63,30,,23
291180,33,64,31,,23
291277,33,65,32,,22
291375,33,66,33,,22
291472,33,67,34,,21
291570,33,68,35,,21
291670,33,69,36,,23
291769,33,70,37,,24
291868,33,71,38,,25
291966,33,72,39,,25
292065,33,73,40,,26
292164,33,74,41,,27
292262,33,75,42,,27
292361,33,76,43,,28
292460,33,77,44,,29
292558,33,78,45,,29
292656,33,79,46,,29
292792,33,80,47,1,67
292890,33,81,48,1,67
292988,33,82,49,1,67
293086,33,83,50,1,67
293184,33,84,51,1,67
293282,33,85,52,1,67
293380,33,86,53,1,67
293478,33,87,54,1,67
293576,33,88,55,1,67
293674,33,89,56,1,67
293772,33,90,57,1,67
293870,33,91,58,1,67
293968,33,92,59,1,67
294066,33,93,60,1,67
294164,33,94,61,1,67
294262,33,95,62,1,67
294360,33,96,63,1,67
294458,33,97,64,1,67
294556,33,98,65,1,67
294654,33,99,66,1,67
294701,34,0,-34,,16
294799,34,4,-30,,16
294897,34,5,-29,,16
294995,34,6,-28,,16
295093,34,7,-27,,16
295191,34,8,-26,,16
295289,34,9,-25,,16
295387,34,10,-24,,16
295486,34,11,-23,,17
295584,34,12,-22,,17
295682,34,13,-21,,17
295780,34,14,-20,,17
295878,34,15,-19,,17
295976,34,16,-18,,17
296074,34,17,-17,,17
296172,34,18,-16,,17
296270,34,19,-15,,17
296368,34,20,-14,,17
296467,34,21,-13,,18
296565,34,22,-12,,18
296663,34,23,-11,,18
296761,34,24,-10,,18
296859,34,25,-9,,18
296957,34,26,-8,,18
297055,34,27,-7,,18
297153,34,28,-6,,18
297251,34,29,-5,,18
297349,34,30,-4,,18
297447,34,31,-3,,18
297545,34,32,-2,,18
297643,34,33,-1,,18
297741,34,34,0,,18
297840,34,35,1,,19
297938,34,36,2,,19
298036,34,37,3,,19
298134,34,38,4,,19
298232,34,39,5,,19
298331,34,40,6,,20
298429,34,41,7,,20
298527,34,42,8,,20
298625,34,43,9,,20
298724,34,44,10,,21
298822,34,45,11,,21
298920,34,46,12,,21
299018,34,47,13,,21
299116,34,48,14,,21
299214,34,49,15,,21
299313,34,50,16,,22
299411,34,51,17,,22
299509,34,52,18,,22
299607,34,53,19,,22
299705,34,54,20,,22
299804,34,55,21,,23
299902,34,56,22,,23
300000,34,57,23,,23
300098,34,58,24,,23
300196,34,59,25,,23
300294,34,60,26,,23
300392,34,61,27,,23
300490,34,62,28,,23
300588,34,63,29,,23
300685,34,64,30,,22
300783,34,65,31,,22
300880,34,66,32,,21
300978,34,67,33,,21
301075,34,68,34,,20
301176,34,69,35,,23
301275,34,70,36,,24
301373,34,71,37,,24
301472,34,72,38,,25
301571,34,73,39,,26
301670,34,74,40,,27
301768,34,75,41,,27
301867,34,76,42,,28
301966,34,77,43,,29
302064,34,78,44,,29
302162,34,79,45,,29
302297,34,80,46,1,66
302395,34,81,47,1,66
302493,34,82,48,1,66
302591,34,83,49,1,66
302689,34,84,50,1,66
302787,34,85,51,1,66
302885,34,86,52,1,66
302983,34,87,53,1,66
303081,34,88,54,1,66
303179,34,89,55,1,66
303277,34,90,56,1,66
303375,34,91,57,1,66
303473,34,92,58,1,66
303571,34,93,59,1,66
303669,34,94,60,1,66
303767,34,95,61,1,66
303865,34,96,62,1,66
303963,34,97,63,1,66
304061,34,98,64,1,66
304159,34,99,65,1,66
304207,35,0,-35,,16
304305,35,4,-31,,16
304403,35,5,-30,,16
304501,35,6,-29,,16
304599,35,7,-28,,16
304697,35,8,-27,,16
304795,35,9,-26,,16
304893,35,10,-25,,16
304991,35,11,-24,,16
305090,35,12,-23,,17
305188,35,13,-22,,17
305286,35,14,-21,,17
305384,35,15,-20,,17
305482,35,16,-19,,17
305580,35,17,-18,,17
305678,35,18,-17,,17
305776,35,19,-16,,17
305874,35,20,-15,,17
305972,35,21,-14,,17
306070,35,22,-13,,17
306168,35,23,-12,,17
306266,35,24,-11,,17
306365,35,25,-10,,18
306463,35,26,-9,,18
306561,35,27,-8,,18
306659,35,28,-7,,18
306757,35,29,-6,,18
306855,35,30,-5,,18
306953,35,31,-4,,18
307051,35,32,-3,,18
307149,35,33,-2,,18
307247,35,34,-1,,18
307346,35,35,0,,19
307444,35,36,1,,19
307542,35,37,2,,19
307640,35,38,3,,19
307738,35,39,4,,19
307837,35,40,5,,20
307935,35,41,6,,20
308033,35,42,7,,20
308131,35,43,8,,20
308229,35,44,9,,20
308328,35,45,10,,21
308426,35,46,11,,21
308524,35,47,12,,21
308622,35,48,13,,21
308720,35,49,14,,21
308819,35,50,15,,22
308917,35,51,16,,22
309015,35,52,17,,22
309113,35,53,18,,22
309211,35,54,19,,22
309309,35,55,20,,22
309408,35,56,21,,23
309506,35,57,22,,23
309604,35,58,23,,23
309702,35,59,24,,23
309800,35,60,25,,23
309898,35,61,26,,23
309996,35,62,27,,23
310093,35,63,28,,22
310191,35,64,29,,22
310288,35,65,30,,21
310386,35,66,31,,21
310484,35,67,32,,21
310584,35,68,33,,23
310682,35,69,34,,23
310781,35,70,35,,24
310879,35,71,36,,24
310978,35,72,37,,25
311077,35,73,38,,26
311175,35,74,39,,26
311274,35,75,40,,27
311373,35,76,41,,28
311471,35,77,42,,28
311569,35,78,43,,28
311669,35,79,44,,30
311802,35,80,45,1,65
311900,35,81,46,1,65
311998,35,82,47,1,65
312096,35,83,48,1,65
312194,35,84,49,1,65
312292,35,85,50,1,65
312390,35,86,51,1,65
312488,35,87,52,1,65
312586,35,88,53,1,65
312684,35,89,54,1,65
312782,35,90,55,1,65
312880,35,91,56,1,65
312978,35,92,57,1,65
313076,35,93,58,1,65
313174,35,94,59,1,65
313272,35,95,60,1,65
313370,35,96,61,1,65
313468,35,97,62,1,65
313566,35,98,63,1,65
313664,35,99,64,1,65
313713,36,0,-36,,16
313811,36,4,-32,,16
313909,36,5,-31,,16
314007,36,6,-30,,16
314105,36,7,-29,,16
314203,36,8,-28,,16
314301,36,9,-27,,16
314399,36,10,-26,,16
314497,36,11,-25,,16
314595,36,12,-24,,16
314694,36,13,-23,,17
314792,36,14,-22,,17
314890,36,15,-21,,17
314988,36,16,-20,,17
315086,36,17,-19,,17
315184,36,18,-18,,17
315282,36,19,-17,,17
315380,36,20,-16,,17
315478,36,21,-15,,17
315576,36,22,-14,,17
315674,36,23,-13,,17
315772,36,24,-12,,17
315870,36,25,-11,,17
315968,36,26,-10,,17
316066,36,27,-9,,17
316164,36,28,-8,,17
316263,36,29,-7,,18
316361,36,30,-6,,18
316459,36,31,-5,,18
316557,36,32,-4,,18
316655,36,33,-3,,18
316753,36,34,-2,,18
316851,36,35,-1,,18
316950,36,36,0,,19
317048,36,37,1,,19
317146,36,38,2,,19
317244,36,39,3,,19
317343,36,40,4,,20
317441,36,41,5,,20
317539,36,42,6,,20
317637,36,43,7,,20
317735,36,44,8,,20
317834,36,45,9,,21
317932,36,46,10,,21
318030,36,47,11,,21
318128,36,48,12,,21
318226,36,49,13,,21
318324,36,50,14,,21
318422,36,51,15,,21
318521,36,52,16,,22
318619,36,53,17,,22
318717,36,54,18,,22
318815,36,55,19,,22
318914,36,56,20,,23
319012,36,57,21,,23
319110,36,58,22,,23
319208,36,59,23,,23
319306,36,60,24,,23
319403,36,61,25,,22
319501,36,62,26,,22
319599,36,63,27,,22
319696,36,64,28,,21
319794,36,65,29,,21
319892,36,66,30,,21
319991,36,67,31,,22
320090,36,68,32,,23
320188,36,69,33,,23
320287,36,70,34,,24
320385,36,71,35,,24
320484,36,72,36,,25
320583,36,73,37,,26
320681,36,74,38,,26
320780,36,75,39,,27
320879,36,76,40,,28
320977,36,77,41,,28
321075,36,78,42,,28
321209,36,79,43,1,64
321307,36,80,44,1,64
321405,36,81,45,1,64
321503,36,82,46,1,64
321601,36,83,47,1,64
321699,36,84,48,1,64
321797,36,85,49,1,64
321895,36,86,50,1,64
321993,36,87,51,1,64
322091,36,88,52,1,64
322189,36,89,53,1,64
322287,36,90,54,1,64
322385,36,91,55,1,64
322483,36,92,56,1,64
322581,36,93,57,1,64
322679,36,94,58,1,64
322777,36,95,59,1,64
322875,36,96,60,1,64
322973,36,97,61,1,64
323071,36,98,62,1,64
323169,36,99,63,1,64
323218,37,0,-37,,15
323317,37,4,-33,,16
323415,37,5,-32,,16
323513,37,6,-31,,16
323611,37,7,-30,,16
323709,37,8,-29,,16
323807,37,9,-28,,16
323905,37,10,-27,,16
324003,37,11,-26,,16
324101,37,12,-25,,16
324199,37,13,-24,,16
324298,37,14,-23,,17
324396,37,15,-22,,17
324494,37,16,-21,,17
324592,37,17,-20,,17
324690,37,18,-19,,17
324788,37,19,-18,,17
324886,37,20,-17,,17
324984,37,21,-16,,17
325082,37,22,-15,,17
325180,37,23,-14,,17
325278,37,24,-13,,17
325376,37,25,-12,,17
325474,37,26,-11,,17
325572,37,27,-10,,17
325670,37,28,-9,,17
325768,37,29,-8,,17
325867,37,30,-7,,18
325965,37,31,-6,,18
326063,37,32,-5,,18
326161,37,33,-4,,18
326259,37,34,-3,,18
326357,37,35,-2,,18
326456,37,36,-1,,19
326554,37,37,0,,19
326652,37,38,1,,19
326750,37,39,2,,19
326848,37,40,3,,19
326947,37,41,4,,20
327045,37,42,5,,20
327143,37,43,6,,20
327241,37,44,7,,20
327339,37,45,8,,20
327437,37,46,9,,20
327536,37,47,10,,21
327634,37,48,11,,21
327732,37,49,12,,21
327830,37,50,13,,21
327928,37,51,14,,21
328026,37,52,15,,21
328125,37,53,16,,22
328223,37,54,17,,22
328321,37,55,18,,22
328419,37,56,19,,22
328518,37,57,20,,23
328616,37,58,21,,23
328714,37,59,22,,23
328811,37,60,23,,22
328909,37,61,24,,22
329007,37,62,25,,22
329104,37,63,26,,21
329202,37,64,27,,21
329300,37,65,28,,21
329397,37,66,29,,20
329497,37,67,30,,22
329596,37,68,31,,23
329694,37,69,32,,23
329793,37,70,33,,24
329891,37,71,34,,24
329990,37,72,35,,25
330089,37,73,36,,26
330187,37,74,37,,26
330286,37,75,38,,27
330384,37,76,39,,27
330482,37,77,40,,27
330581,37,78,41,,28
330714,37,79,42,1,63
330812,37,80,43,1,63
330910,37,81,44,1,63
331008,37,82,45,1,63
331106,37,83,46,1,63
331204,37,84,47,1,63
331302,37,85,48,1,63
331400,37,86,49,1,63
331498,37,87,50,1,63
331596,37,88,51,1,63
331694,37,89,52,1,63
331792,37,90,53,1,63
331890,37,91,54,1,63
331988,37,92,55,1,63
332086,37,93,56,1,63
332184,37,94,57,1,63
332282,37,95,58,1,63
332380,37,96,59,1,63
332478,37,97,60,1,63
332576,37,98,61,1,63
332674,37,99,62,1,63
332724,38,0,-38,,15
332823,38,4,-34,,16
332921,38,5,-33,,16
333019,38,6,-32,,16
333117,38,7,-31,,16
333215,38,8,-30,,16
333313,38,9,-29,,16
333411,38,10,-28,,16
333509,38,11,-27,,16
333607,38,12,-26,,16
333705,38,13,-25,,16
333803,38,14,-24,,16
333901,38,15,-23,,16
334000,38,16,-22,,17
334098,38,17,-21,,17
334196,38,18,-20,,17
334294,38,19,-19,,17
334392,38,20,-18,,17
334490,38,21,-17,,17
334588,38,22,-16,,17
334686,38,23,-15,,17
334784,38,24,-14,,17
334882,38,25,-13,,17
334980,38,26,-12,,17
335078,38,27,-11,,17
335176,38,28,-10,,17
335274,38,29,-9,,17
335372,38,30,-8,,17
335471,38,31,-7,,18
335569,38,32,-6,,18
335667,38,33,-5,,18
335765,38,34,-4,,18
335863,38,35,-3,,18
335962,38,36,-2,,19
336060,38,37,-1,,19
336158,38,38,0,,19
336256,38,39,1,,19
336354,38,40,2,,19
336453,38,41,3,,20
336551,38,42,4,,20
336649,38,43,5,,20
336747,38,44,6,,20
336845,38,45,7,,20
336943,38,46,8,,20
337041,38,47,9,,20
337140,38,48,10,,21
337238,38,49,11,,21
337336,38,50,12,,21
337434,38,51,13,,21
337532,38,52,14,,21
337631,38,53,15,,22
337729,38,54,16,,22
337827,38,55,17,,22
337925,38,56,18,,22
338023,38,57,19,,22
338121,38,58,20,,22
338219,38,59,21,,22
338317,38,60,22,,22
338415,38,61,23,,22
338512,38,62,24,,21
338610,38,63,25,,21
338708,38,64,26,,21
338805,38,65,27,,20
338905,38,66,28,,22
339003,38,67,29,,22
339102,38,68,30,,23
339200,38,69,31,,23
339299,38,70,32,,24
339397,38,71,33,,24
339496,38,72,34,,25
339594,38,73,35,,25
339693,38,74,36,,26
339792,38,75,37,,27
339890,38,76,38,,27
339988,38,77,39,,27
340121,38,78,40,1,62
340219,38,79,41,1,62
340317,38,80,42,1,62
340415,38,81,43,1,62
340513,38,82,44,1,62
340611,38,83,45,1,62
340709,38,84,46,1,62
340807,38,85,47,1,62
340905,38,86,48,1,62
341003,38,87,49,1,62
341101,38,88,50,1,62
341199,38,89,51,1,62
341297,38,90,52,1,62
341395,38,91,53,1,62
341493,38,92,54,1,62
341591,38,93,55,1,62
341689,38,94,56,1,62
341787,38,95,57,1,62
341885,38,96,58,1,62
341983,38,97,59,1,62
342081,38,98,60,1,62
342179,38,99,61,1,62
342230,39,0,-39,,15
342328,39,4,-35,,15
342426,39,5,-34,,15
342525,39,6,-33,,16
342623,39,7,-32,,16
342721,39,8,-31,,16
342819,39,9,-30,,16
342917,39,10,-29,,16
343015,39,11,-28,,16
343113,39,12,-27,,16
343211,39,13,-26,,16
343309,39,14,-25,,16
343407,39,15,-24,,16
343505,39,16,-23,,16
343603,39,17,-22,,16
343701,39,18,-21,,16
343799,39,19,-20,,16
343897,39,20,-19,,16
343996,39,21,-18,,17
344094,39,22,-17,,17
344192,39,23,-16,,17
344290,39,24,-15,,17
344388,39,25,-14,,17
344486,39,26,-13,,17
344584,39,27,-12,,17
344682,39,28,-11,,17
344780,39,29,-10,,17
344878,39,30,-9,,17
344976,39,31,-8,,17
345075,39,32,-7,,18
345173,39,33,-6,,18
345271,39,34,-5,,18
345369,39,35,-4,,18
345467,39,36,-3,,18
345566,39,37,-2,,19
345664,39,38,-1,,19
345762,39,39,0,,19
345860,39,40,1,,19
345958,39,41,2,,19
346057,39,42,3,,20
346155,39,43,4,,20
346253,39,44,5,,20
346351,39,45,6,,20
346449,39,46,7,,20
346547,39,47,8,,20
346645,39,48,9,,20
346744,39,49,10,,21
346842,39,50,11,,21
346940,39,51,12,,21
347038,39,52,13,,21
347136,39,53,14,,21
347235,39,54,15,,22
347333,39,55,16,,22
347431,39,56,17,,22
347529,39,57,18,,22
347627,39,58,19,,22
347725,39,59,20,,22
347823,39,60,21,,22
347920,39,61,22,,21
348018,39,62,23,,21
348116,39,63,24,,21
348213,39,64,25,,20
348312,39,65,26,,21
348411,39,66,27,,22
348509,39,67,28,,22
348608,39,68,29,,23
348706,39,69,30,,23
348805,39,70,31,,24
348903,39,71,32,,24
349002,39,72,33,,25
349100,39,73,34,,25
349199,39,74,35,,26
349298,39,75,36,,27
349396,39,76,37,,27
349494,39,77,38,,27
349626,39,78,39,1,61
349724,39,79,40,1,61
349822,39,80,41,1,61
349920,39,81,42,1,61
350018,39,82,43,1,61
350116,39,83,44,1,61
350214,39,84,45,1,61
350312,39,85,46,1,61
350410,39,86,47,1,61
350508,39,87,48,1,61
350606,39,88,49,1,61
350704,39,89,50,1,61
350802,39,90,51,1,61
350900,39,91,52,1,61
350998,39,92,53,1,61
351096,39,93,54,1,61
351194,39,94,55,1,61
351292,39,95,56,1,61
351390,39,96,57,1,61
351488,39,97,58,1,61
351586,39,98,59,1,61
351684,39,99,60,1,61
351736,40,0,-40,,15
351834,40,4,-36,,15
351932,40,5,-35,,15
352030,40,6,-34,,15
352129,40,7,-33,,16
352227,40,8,-32,,16
352325,40,9,-31,,16
352423,40,10,-30,,16
352521,40,11,-29,,16
352619,40,12,-28,,16
352717,40,13,-27,,16
352815,40,14,-26,,16
352913,40,15,-25,,16
353011,40,16,-24,,16
353109,40,17,-23,,16
353207,40,18,-22,,16
353305,40,19,-21,,16
353403,40,20,-20,,16
353501,40,21,-19,,16
353599,40,22,-18,,16
353697,40,23,-17,,16
353795,40,24,-16,,16
353894,40,25,-15,,17
353992,40,26,-14,,17
354090,40,27,-13,,17
354188,40,28,-12,,17
354286,40,29,-11,,17
354384,40,30,-10,,17
354482,40,31,-9,,17
354581,40,32,-8,,18
354679,40,33,-7,,18
354777,40,34,-6,,18
354875,40,35,-5,,18
354973,40,36,-4,,18
355072,40,37,-3,,19
355170,40,38,-2,,19
355268,40,39,-1,,19
355366,40,40,0,,19
355464,40,41,1,,19
355562,40,42,2,,19
355661,40,43,3,,20
355759,40,44,4,,20
355857,40,45,5,,20
